UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P801;P802;P803;P804;FEX_MUJER
23716;40;1;2021;1;11;1;1;1;1;1;521
23716;46;1;2021;1;11;1;3;3;3;3;314
23716;48;1;2021;1;11;1;1;1;1;1;260
23716;50;1;2021;1;11;1;2;3;3;3;220
23716;51;1;2021;1;11;1;3;1;1;3;260
23770;1;1;2021;1;11;1;3;3;3;3;386
23770;9;1;2021;1;11;1;3;3;3;3;843
23770;17;1;2021;1;11;1;3;1;1;3;617
23770;40;1;2021;1;11;1;3;3;3;3;417
23770;53;1;2021;1;11;1;3;3;3;3;372
23770;61;1;2021;1;11;1;3;1;3;3;1265
23770;62;1;2021;1;11;1;2;2;3;2;372
23770;63;1;2021;1;11;1;2;2;3;3;417
23828;5;1;2021;1;11;1;3;1;1;1;394
23828;8;1;2021;1;11;1;1;1;1;3;509
23828;10;1;2021;1;11;1;3;1;3;3;448
23828;31;1;2021;1;11;1;3;2;1;1;562
23828;44;1;2021;1;11;1;3;3;1;1;562
23828;47;1;2021;1;11;1;3;2;1;1;466
23828;72;1;2021;1;11;1;3;1;3;1;394
23885;2;1;2021;1;11;1;3;3;3;1;682
23885;7;1;2021;1;11;1;3;3;3;3;1090
23885;16;1;2021;1;11;1;3;3;3;3;372
23885;19;1;2021;1;11;1;3;3;1;1;701
23885;26;1;2021;1;11;1;3;3;3;3;983
23885;33;1;2021;1;11;1;3;1;1;3;768
23885;40;1;2021;1;11;1;3;3;3;3;341
23885;46;1;2021;1;11;1;3;3;3;3;576
23885;53;1;2021;1;11;1;3;3;2;2;349
23885;55;1;2021;1;11;1;3;3;1;1;328
23938;6;1;2021;1;11;1;3;1;1;1;382
23938;22;1;2021;1;11;1;2;2;1;2;306
23938;38;1;2021;1;11;1;1;2;1;2;358
23938;41;1;2021;1;11;1;3;3;3;3;317
23938;43;1;2021;1;11;1;3;3;1;1;358
23938;55;1;2021;1;11;1;3;3;3;3;684
23938;59;1;2021;1;11;1;3;3;3;3;435
23938;60;1;2021;1;11;1;3;3;3;1;661
23938;71;1;2021;1;11;1;3;3;3;3;317
23938;73;1;2021;1;11;1;3;1;2;1;693
23995;6;1;2021;1;11;1;3;3;1;1;1618
23995;13;1;2021;1;11;1;3;1;3;1;809
23995;22;1;2021;1;11;1;3;1;1;3;835
23995;26;1;2021;1;11;1;3;3;3;3;1428
23995;41;1;2021;1;11;1;2;2;2;2;835
23995;48;1;2021;1;11;1;3;3;3;3;835
23995;77;1;2021;1;11;1;3;3;3;3;508
24050;9;1;2021;1;11;1;3;8;3;3;375
24050;12;1;2021;1;11;1;3;1;1;1;255
24050;14;1;2021;1;11;1;3;3;1;1;358
24050;24;1;2021;1;11;1;2;2;1;1;1089
24050;25;1;2021;1;11;1;3;1;1;8;228
24050;29;1;2021;1;11;1;3;3;3;3;562
24050;39;1;2021;1;11;1;3;1;1;1;266
24050;55;1;2021;1;11;1;3;2;3;3;281
24050;60;1;2021;1;11;1;3;3;3;3;375
24108;2;1;2021;1;11;1;1;1;1;3;1043
24108;5;1;2021;1;11;1;3;3;3;3;266
24108;10;1;2021;1;11;1;3;3;3;3;375
24108;15;1;2021;1;11;1;3;3;3;3;695
24108;34;1;2021;1;11;1;3;3;3;3;278
24108;55;1;2021;1;11;1;2;1;3;3;392
24108;69;1;2021;1;11;1;3;3;3;3;348
24108;71;1;2021;1;11;1;3;3;1;1;419
24108;75;1;2021;1;11;1;2;2;1;1;348
24108;75;2;2021;1;11;1;2;2;2;2;783
24108;84;1;2021;1;11;1;3;3;1;3;294
24165;18;1;2021;1;11;1;3;3;2;3;1625
24165;25;1;2021;1;11;1;3;3;3;3;745
24165;26;1;2021;1;11;1;3;3;3;3;510
24165;29;1;2021;1;11;1;3;1;2;2;629
24165;36;1;2021;1;11;1;3;3;1;1;839
24165;53;1;2021;1;11;1;3;3;1;3;717
24165;64;1;2021;1;11;1;3;3;3;3;629
24221;8;1;2021;1;11;1;1;1;3;3;1847
24221;12;1;2021;1;11;1;3;2;3;3;839
24221;14;1;2021;1;11;1;3;2;1;2;894
24221;38;1;2021;1;11;1;3;3;1;1;1639
24221;49;1;2021;1;11;1;1;2;3;3;789
24221;55;1;2021;1;11;1;2;2;3;3;1975
24221;57;1;2021;1;11;1;3;1;1;1;923
24275;33;1;2021;1;11;1;1;1;1;3;974
24275;46;1;2021;1;11;1;3;3;3;3;974
24275;54;1;2021;1;11;1;3;3;3;3;1520
24275;68;1;2021;1;11;1;3;3;3;3;1072
24275;75;1;2021;1;11;1;3;3;3;3;916
24275;80;1;2021;1;11;1;3;3;3;3;1832
24332;8;1;2021;1;11;1;3;3;3;3;743
24332;15;1;2021;1;11;1;2;2;2;1;743
24332;24;1;2021;1;11;1;3;3;3;3;422
24332;31;1;2021;1;11;1;3;3;3;3;665
24332;34;1;2021;1;11;1;2;2;2;2;743
24332;36;1;2021;1;11;1;3;3;3;3;493
24332;44;1;2021;1;11;1;3;3;1;3;332
24332;46;1;2021;1;11;1;3;3;1;3;1233
24332;54;1;2021;1;11;1;3;3;3;3;336
24332;70;1;2021;1;11;1;1;1;1;1;925
24387;2;1;2021;1;11;1;3;3;3;3;484
24387;3;1;2021;1;11;1;3;3;3;3;464
24387;7;1;2021;1;11;1;3;3;1;3;605
24387;25;1;2021;1;11;1;3;3;3;3;2046
24387;30;1;2021;1;11;1;3;3;3;3;583
24445;9;1;2021;1;11;1;3;3;3;3;537
24445;12;1;2021;1;11;1;3;3;3;3;602
24445;17;1;2021;1;11;1;3;3;3;3;1117
24445;22;1;2021;1;11;1;3;3;3;3;1715
24445;33;1;2021;1;11;1;3;3;3;3;538
24445;37;1;2021;1;11;1;3;3;3;3;538
24445;48;1;2021;1;11;1;3;3;3;3;383
24445;50;1;2021;1;11;1;2;2;2;2;1346
24498;23;1;2021;1;11;1;3;3;8;3;359
24498;25;1;2021;1;11;1;3;3;2;3;2044
24498;27;1;2021;1;11;1;8;1;2;2;512
24498;35;1;2021;1;11;1;1;2;1;1;915
24498;45;1;2021;1;11;1;2;2;2;1;458
24498;51;1;2021;1;11;1;3;1;1;1;478
24498;55;1;2021;1;11;1;3;1;3;1;478
24498;60;1;2021;1;11;1;2;2;2;2;869
24554;2;1;2021;1;11;1;3;3;1;1;754
24554;6;1;2021;1;11;1;3;2;1;1;535
24554;14;1;2021;1;11;1;1;2;3;3;644
24554;25;1;2021;1;11;1;3;3;3;3;1933
24554;34;1;2021;1;11;1;3;3;3;3;685
24608;4;1;2021;1;11;1;3;1;3;3;401
24608;7;1;2021;1;11;1;3;3;3;3;251
24608;11;1;2021;1;11;1;1;2;1;1;352
24608;16;1;2021;1;11;1;3;3;1;1;166
24608;21;1;2021;1;11;1;3;3;1;1;176
24608;37;1;2021;1;11;1;2;2;1;2;227
24608;38;1;2021;1;11;1;3;3;3;3;176
24608;39;1;2021;1;11;1;3;3;1;3;235
24608;47;1;2021;1;11;1;3;3;3;3;614
24608;50;1;2021;1;11;1;3;3;3;3;1228
24663;15;1;2021;1;11;1;3;1;3;3;4288
24663;31;1;2021;1;11;1;3;3;3;3;791
24663;38;1;2021;1;11;1;3;3;3;1;1797
24663;40;1;2021;1;11;1;3;3;3;1;2783
24663;46;1;2021;1;11;1;3;3;1;1;696
24663;51;1;2021;1;11;1;3;1;1;1;793
24718;17;1;2021;1;11;1;1;1;1;1;503
24718;23;1;2021;1;11;1;3;3;2;3;620
24718;27;1;2021;1;11;1;3;1;3;3;620
24718;40;1;2021;1;11;1;3;1;3;3;1414
24718;42;1;2021;1;11;1;3;2;2;1;503
24772;6;1;2021;1;11;1;1;1;1;1;627
24772;8;1;2021;1;11;1;1;1;3;3;760
24772;11;1;2021;1;11;1;3;3;3;3;297
24772;13;2;2021;1;11;1;3;3;3;3;894
24772;15;1;2021;1;11;1;3;3;1;1;380
24772;22;1;2021;1;11;1;1;2;1;1;254
24772;39;1;2021;1;11;1;3;3;3;3;405
24772;42;1;2021;1;11;1;2;2;3;3;773
24772;58;1;2021;1;11;1;3;3;1;3;418
24772;60;1;2021;1;11;1;3;3;1;3;357
24828;1;1;2021;1;11;1;3;3;3;3;1387
24828;35;1;2021;1;11;1;3;3;3;3;620
24828;42;1;2021;1;11;1;3;3;1;3;620
24828;45;1;2021;1;11;1;2;2;1;2;2356
24828;49;1;2021;1;11;1;3;3;3;3;628
24828;60;1;2021;1;11;1;1;3;3;3;620
24882;11;1;2021;1;11;1;2;2;3;3;1018
24882;13;1;2021;1;11;1;3;3;2;2;1224
24882;21;1;2021;1;11;1;2;2;3;3;1018
24882;74;1;2021;1;11;1;3;3;2;2;1227
24937;2;1;2021;1;11;1;3;1;1;1;3591
24937;17;1;2021;1;11;1;3;3;1;1;1660
24937;30;1;2021;1;11;1;3;3;3;3;689
24937;41;1;2021;1;11;1;3;3;1;3;1181
24937;59;1;2021;1;11;1;3;3;1;1;1320
24937;64;1;2021;1;11;1;3;3;1;1;728
24993;10;1;2021;1;11;1;3;3;1;3;368
24993;19;1;2021;1;11;1;3;3;1;3;405
24993;20;1;2021;1;11;1;3;2;3;1;405
24993;28;1;2021;1;11;1;3;3;3;3;387
24993;39;1;2021;1;11;1;3;3;3;1;359
24993;45;1;2021;1;11;1;3;3;3;3;1936
24993;49;1;2021;1;11;1;3;1;3;3;405
24993;55;1;2021;1;11;1;3;1;3;3;1298
24993;68;1;2021;1;11;1;3;3;3;3;1298
25049;6;1;2021;1;11;1;3;3;3;3;3327
25049;49;1;2021;1;11;1;3;3;1;3;705
25049;64;1;2021;1;11;1;3;1;3;1;2074
25049;75;1;2021;1;11;1;2;2;2;2;778
25049;78;1;2021;1;11;1;3;3;3;3;778
25049;81;1;2021;1;11;1;2;2;2;2;886
25103;11;1;2021;1;11;1;1;3;3;3;937
25103;19;1;2021;1;11;1;3;3;3;3;869
25103;24;1;2021;1;11;1;3;3;3;3;347
25103;26;1;2021;1;11;1;3;3;1;3;949
25103;38;1;2021;1;11;1;3;3;3;3;333
25103;44;1;2021;1;11;1;3;3;3;3;435
25103;45;1;2021;1;11;1;3;1;3;1;1358
25103;62;1;2021;1;11;1;3;3;3;3;869
25103;64;1;2021;1;11;1;3;3;3;3;894
25159;7;1;2021;1;11;1;2;2;1;1;619
25159;12;1;2021;1;11;1;3;3;3;3;647
25159;15;1;2021;1;11;1;3;3;3;3;1295
25159;17;1;2021;1;11;1;3;3;3;3;2769
25159;34;1;2021;1;11;1;2;2;1;2;627
25159;39;1;2021;1;11;1;3;3;1;2;1197
25159;51;1;2021;1;11;1;3;3;3;3;588
25216;17;1;2021;1;11;1;1;1;1;3;3523
25216;22;1;2021;1;11;1;3;3;1;1;3523
25216;23;1;2021;1;11;1;3;3;1;3;5285
25216;25;1;2021;1;11;1;3;3;3;3;6615
25272;9;1;2021;1;11;1;3;2;2;2;756
25272;23;1;2021;1;11;1;3;3;3;3;343
25272;38;1;2021;1;11;1;1;1;8;1;314
25272;45;1;2021;1;11;1;3;3;1;3;302
25272;60;1;2021;1;11;1;3;3;1;3;677
25272;61;1;2021;1;11;1;1;2;2;2;354
25272;64;1;2021;1;11;1;3;1;1;1;981
25272;68;1;2021;1;11;1;2;2;1;3;343
25272;72;1;2021;1;11;1;3;3;3;3;942
25328;4;1;2021;1;11;1;2;2;3;1;1753
25328;34;1;2021;1;11;1;3;3;3;3;2526
25328;37;1;2021;1;11;1;3;3;3;3;965
25328;47;1;2021;1;11;1;3;3;1;3;724
25328;53;1;2021;1;11;1;2;2;2;2;965
25386;11;1;2021;1;11;1;3;3;3;3;1368
25386;24;1;2021;1;11;1;3;1;3;3;1600
25386;38;1;2021;1;11;1;3;1;3;3;1454
25386;49;1;2021;1;11;1;3;3;3;3;1531
25386;52;1;2021;1;11;1;3;3;3;3;2841
25425;2;1;2021;6;11;3;2;1;2;2;277
25425;11;1;2021;6;11;3;2;2;1;2;303
25425;19;1;2021;6;11;3;2;2;1;2;329
25425;20;1;2021;6;11;3;2;2;2;2;329
25425;26;1;2021;6;11;3;3;1;1;1;329
25425;27;1;2021;6;11;3;2;2;2;2;386
25425;32;1;2021;6;11;3;3;3;3;3;371
25425;37;1;2021;6;11;3;3;3;3;3;367
25425;43;1;2021;6;11;3;3;1;3;3;386
25499;10;1;2021;6;11;3;3;3;3;3;333
25499;11;1;2021;6;11;3;3;3;3;3;1010
25499;12;1;2021;6;11;3;3;3;3;3;505
25499;17;1;2021;6;11;3;3;3;1;1;335
25499;18;1;2021;6;11;3;3;3;3;3;670
25499;26;1;2021;6;11;3;1;1;1;1;509
25499;33;1;2021;6;11;3;3;3;1;3;441
25499;37;1;2021;6;11;3;3;3;3;3;371
25499;45;1;2021;6;11;3;2;2;2;2;491
25555;6;1;2021;1;11;1;3;3;3;3;1544
25555;16;1;2021;1;11;1;3;3;3;3;689
25555;21;1;2021;1;11;1;3;1;3;1;1097
25555;34;1;2021;1;11;1;3;3;3;3;1006
25555;42;1;2021;1;11;1;1;1;1;3;484
25555;50;1;2021;1;11;1;3;3;3;3;484
25555;62;1;2021;1;11;1;3;3;3;1;1047
25555;63;1;2021;1;11;1;2;1;1;1;484
25555;68;1;2021;1;11;1;3;3;3;3;1029
25731;9;1;2021;6;11;3;2;2;1;1;2537
25731;16;1;2021;6;11;3;3;1;1;1;2824
25731;19;1;2021;6;11;3;3;1;1;1;2855
25731;30;1;2021;6;11;3;3;3;3;3;2855
25731;31;1;2021;6;11;3;3;3;3;3;2974
25731;34;1;2021;6;11;3;3;3;3;3;2537
25731;37;1;2021;6;11;3;1;1;1;2;2824
25731;45;1;2021;6;11;3;3;3;3;3;5073
25731;53;1;2021;6;11;3;3;3;3;3;2537
25731;62;1;2021;6;11;3;3;3;3;3;1914
25736;12;1;2021;6;11;3;8;8;2;2;1245
25736;25;1;2021;6;11;3;3;3;3;3;1281
25736;29;1;2021;6;11;3;3;3;3;3;1334
25736;32;1;2021;6;11;3;3;3;3;3;1334
25736;33;1;2021;6;11;3;3;3;1;1;1334
25736;43;1;2021;6;11;3;2;2;2;1;1334
25736;54;1;2021;6;11;3;3;2;2;2;1245
25736;58;1;2021;6;11;3;3;3;3;3;2275
25736;60;1;2021;6;11;3;3;3;3;3;956
25849;2;1;2021;6;11;3;3;3;3;3;450
25849;4;1;2021;6;11;3;3;3;3;3;645
25849;9;1;2021;6;11;3;3;3;3;3;291
25849;12;1;2021;6;11;3;3;3;1;1;427
25849;22;1;2021;6;11;3;8;1;3;3;450
25849;34;1;2021;6;11;3;3;1;3;3;443
25849;37;1;2021;6;11;3;3;3;3;3;899
25849;38;1;2021;6;11;3;3;3;3;3;737
25849;54;1;2021;6;11;3;3;3;1;2;439
25902;10;1;2021;1;11;1;3;3;3;3;2419
25902;21;1;2021;1;11;1;3;3;3;3;2419
25902;44;1;2021;1;11;1;3;1;1;1;2419
25902;81;1;2021;1;11;1;3;3;3;3;2419
25956;6;1;2021;6;11;3;1;2;1;3;817
25956;11;1;2021;6;11;3;3;3;3;3;1634
25956;13;1;2021;6;11;3;3;3;3;3;1220
25956;15;1;2021;6;11;3;3;3;3;2;851
25956;17;1;2021;6;11;3;1;1;3;1;808
25956;28;1;2021;6;11;3;3;3;2;2;1616
25956;30;1;2021;6;11;3;3;3;3;3;726
25956;38;1;2021;6;11;3;3;3;3;3;817
25989;6;1;2021;6;11;3;3;1;3;3;424
25989;13;1;2021;6;11;3;1;1;3;3;377
25989;19;1;2021;6;11;3;3;3;3;3;859
25989;21;1;2021;6;11;3;3;3;1;3;377
25989;22;1;2021;6;11;3;1;3;3;3;754
25989;24;1;2021;6;11;3;3;3;1;2;853
25989;49;1;2021;6;11;3;3;3;3;3;839
25989;51;1;2021;6;11;3;1;1;3;3;442
26049;3;1;2021;6;11;3;3;3;1;3;703
26049;15;1;2021;6;11;3;3;1;1;1;458
26049;30;1;2021;6;11;3;1;2;3;3;385
26049;34;1;2021;6;11;3;3;1;1;3;1398
26049;35;1;2021;6;11;3;3;3;3;3;419
26049;36;1;2021;6;11;3;1;1;3;1;479
26049;54;1;2021;6;11;3;1;1;3;1;352
26112;8;1;2021;1;12;2;3;1;1;1;1155
26112;10;1;2021;1;12;2;1;1;2;1;2583
26112;16;1;2021;1;12;2;1;1;1;1;1170
26112;31;1;2021;1;12;2;3;3;1;8;1155
26112;53;1;2021;1;12;2;3;3;3;3;856
26112;57;1;2021;1;12;2;2;2;2;2;1208
26112;65;1;2021;1;12;2;3;3;3;3;1097
26159;1;1;2021;1;12;2;3;3;3;3;470
26159;4;1;2021;1;12;2;3;1;1;1;591
26159;5;1;2021;1;12;2;3;3;1;1;662
26159;11;1;2021;1;12;2;1;3;1;3;421
26159;18;1;2021;1;12;2;3;3;1;1;519
26159;25;1;2021;1;12;2;3;1;3;3;662
26159;34;1;2021;1;12;2;3;3;1;3;590
26256;14;1;2021;6;12;3;3;1;3;3;968
26256;32;1;2021;6;12;3;3;1;3;3;979
26256;37;1;2021;6;12;3;3;1;1;1;870
26256;39;1;2021;6;12;3;2;2;2;2;656
26256;46;1;2021;6;12;3;3;3;1;3;656
26256;47;1;2021;6;12;3;3;3;2;3;1020
26256;52;1;2021;6;12;3;3;1;1;3;870
26256;57;1;2021;6;12;3;3;1;1;1;1020
26461;5;1;2021;6;12;3;3;1;2;1;1011
26461;12;1;2021;6;12;3;3;3;3;3;1041
26461;13;1;2021;6;12;3;3;1;1;3;497
26461;16;1;2021;6;12;3;3;3;3;3;563
26461;17;1;2021;6;12;3;3;3;1;3;345
26461;19;1;2021;6;12;3;3;3;3;3;2619
26461;20;1;2021;6;12;3;3;1;1;1;524
26461;22;1;2021;6;12;3;3;3;3;3;497
26472;7;1;2021;1;12;2;3;3;3;3;541
26472;17;1;2021;1;12;2;2;2;1;2;760
26472;20;1;2021;1;12;2;1;1;1;1;851
26472;40;1;2021;1;12;2;2;2;1;3;789
26472;41;1;2021;1;12;2;3;3;3;3;631
26472;44;1;2021;1;12;2;8;1;3;1;951
26472;60;1;2021;1;12;2;2;2;1;1;889
26628;2;1;2021;1;13;2;3;1;1;1;313
26628;5;1;2021;1;13;2;3;3;1;3;402
26628;6;1;2021;1;13;2;3;1;1;1;442
26628;10;1;2021;1;13;2;2;2;2;2;442
26628;11;1;2021;1;13;2;3;3;3;3;402
26628;20;1;2021;1;13;2;1;3;1;3;269
26628;26;1;2021;1;13;2;1;1;3;3;1205
26628;41;1;2021;1;13;2;3;3;3;3;269
26628;44;1;2021;1;13;2;3;8;8;8;803
26628;50;1;2021;1;13;2;3;3;1;3;378
26666;11;1;2021;1;13;2;3;1;1;3;934
26666;12;1;2021;1;13;2;3;1;1;1;1169
26666;57;1;2021;1;13;2;3;3;1;3;1093
26666;72;1;2021;1;13;2;3;3;3;3;1093
26666;86;1;2021;1;13;2;3;3;3;3;934
26666;93;1;2021;1;13;2;3;3;1;1;1093
26666;108;1;2021;1;13;2;3;3;3;3;970
26666;137;1;2021;1;13;2;3;1;2;1;2091
26764;8;1;2021;1;13;2;3;2;2;2;1064
26764;13;1;2021;1;13;2;2;2;3;3;515
26764;19;1;2021;1;13;2;3;1;2;2;455
26764;24;1;2021;1;13;2;3;3;3;3;944
26764;28;1;2021;1;13;2;3;1;3;3;966
26764;29;1;2021;1;13;2;3;3;3;3;455
26764;31;1;2021;1;13;2;8;3;3;3;1018
26764;39;1;2021;1;13;2;3;3;3;3;323
26764;54;1;2021;1;13;2;3;3;3;3;909
26853;4;1;2021;1;13;2;3;3;3;3;470
26853;8;1;2021;1;13;2;3;3;3;3;938
26853;13;1;2021;1;13;2;3;3;1;3;526
26853;19;1;2021;1;13;2;3;3;3;3;526
26853;21;1;2021;1;13;2;3;3;1;3;1100
26853;25;1;2021;1;13;2;3;3;3;3;500
26853;26;1;2021;1;13;2;3;3;1;1;526
26853;42;1;2021;1;13;2;3;3;3;8;335
26853;51;1;2021;1;13;2;3;3;3;3;825
26908;2;1;2021;1;13;2;1;1;1;1;783
26908;8;1;2021;1;13;2;3;2;2;2;522
26908;16;1;2021;1;13;2;3;3;2;2;522
26908;22;1;2021;1;13;2;1;1;1;1;352
26908;23;1;2021;1;13;2;2;2;2;3;704
26908;24;1;2021;1;13;2;2;2;3;3;787
26908;29;1;2021;1;13;2;3;3;3;3;352
26908;30;1;2021;1;13;2;1;1;1;1;352
26908;34;1;2021;1;13;2;1;1;1;1;352
27032;10;1;2021;6;13;3;3;3;3;3;363
27032;11;1;2021;6;13;3;3;3;1;3;367
27032;14;1;2021;6;13;3;3;3;1;3;382
27032;22;1;2021;6;13;3;3;3;3;3;988
27032;27;1;2021;6;13;3;3;3;1;1;357
27032;29;1;2021;6;13;3;1;1;1;1;248
27032;31;1;2021;6;13;3;3;3;3;3;246
27032;33;1;2021;6;13;3;3;3;1;3;326
27032;34;1;2021;6;13;3;2;2;1;1;326
27032;37;1;2021;6;13;3;3;1;1;1;299
27043;3;1;2021;1;13;2;3;1;2;1;477
27043;4;1;2021;1;13;2;2;2;1;1;932
27043;11;1;2021;1;13;2;3;1;3;3;449
27043;13;1;2021;1;13;2;3;2;3;2;1123
27043;18;1;2021;1;13;2;2;3;3;3;1005
27043;25;1;2021;1;13;2;3;3;1;3;449
27043;35;1;2021;1;13;2;3;3;3;3;1050
27043;41;1;2021;1;13;2;3;3;1;1;971
27043;54;1;2021;1;13;2;3;3;3;3;1005
27074;1;1;2021;6;13;3;3;3;3;3;956
27074;2;1;2021;6;13;3;3;2;2;2;906
27074;4;1;2021;6;13;3;3;2;1;2;922
27074;11;1;2021;6;13;3;3;3;1;3;956
27074;13;1;2021;6;13;3;3;1;3;1;315
27074;26;1;2021;6;13;3;3;3;3;3;348
27074;36;1;2021;6;13;3;2;2;2;2;380
27074;46;1;2021;6;13;3;3;3;3;3;1591
27074;54;1;2021;6;13;3;3;1;1;1;828
27175;4;1;2021;6;13;3;1;2;2;2;306
27175;5;1;2021;6;13;3;3;3;3;3;299
27175;8;1;2021;6;13;3;3;1;1;1;306
27175;10;1;2021;6;13;3;3;1;1;1;306
27175;11;1;2021;6;13;3;3;2;3;1;587
27175;12;1;2021;6;13;3;3;3;3;3;261
27175;16;1;2021;6;13;3;3;3;3;3;290
27175;23;1;2021;6;13;3;3;3;3;3;306
27175;26;1;2021;6;13;3;1;1;1;1;501
27175;34;1;2021;6;13;3;3;3;3;3;306
27201;3;1;2021;1;13;2;3;3;3;3;1135
27201;6;1;2021;1;13;2;3;3;3;3;363
27201;9;1;2021;1;13;2;1;1;1;1;232
27201;10;1;2021;1;13;2;3;2;2;1;181
27201;14;1;2021;1;13;2;3;1;3;3;219
27201;17;1;2021;1;13;2;3;3;1;1;192
27201;18;1;2021;1;13;2;1;1;1;1;219
27201;27;1;2021;1;13;2;3;3;3;3;232
27201;32;1;2021;1;13;2;3;3;1;1;465
27201;37;1;2021;1;13;2;3;3;1;3;274
27262;2;1;2021;1;14;2;1;1;1;3;248
27262;3;1;2021;1;14;2;3;3;3;3;248
27262;4;1;2021;1;14;2;3;3;3;3;479
27262;6;1;2021;1;14;2;3;3;3;3;352
27262;14;1;2021;1;14;2;3;3;3;3;221
27262;15;1;2021;1;14;2;3;3;3;3;230
27262;24;1;2021;1;14;2;3;3;3;3;194
27262;27;1;2021;1;14;2;3;3;3;3;251
27262;34;1;2021;1;14;2;3;3;3;3;221
27262;35;1;2021;1;14;2;3;3;3;3;259
27294;4;1;2021;1;14;2;3;3;3;3;1972
27294;7;1;2021;1;14;2;3;3;1;3;504
27294;10;1;2021;1;14;2;3;3;3;3;1008
27294;16;1;2021;1;14;2;1;1;1;1;711
27294;17;1;2021;1;14;2;3;3;3;3;689
27294;21;1;2021;1;14;2;3;3;3;3;680
27349;1;1;2021;6;14;3;3;3;3;3;868
27349;4;1;2021;6;14;3;3;3;1;3;517
27349;5;1;2021;6;14;3;3;3;3;3;606
27349;10;1;2021;6;14;3;1;1;1;1;575
27349;14;1;2021;6;14;3;3;3;1;3;434
27349;20;1;2021;6;14;3;1;1;1;1;517
27349;22;1;2021;6;14;3;1;3;1;3;575
27349;23;1;2021;6;14;3;2;1;3;3;606
27471;2;1;2021;1;14;2;3;3;3;1;361
27471;6;1;2021;1;14;2;3;3;3;1;283
27471;11;1;2021;1;14;2;3;3;3;3;404
27471;13;1;2021;1;14;2;3;1;3;3;1030
27471;15;1;2021;1;14;2;3;3;3;3;1006
27471;20;1;2021;1;14;2;3;1;1;1;378
27471;25;1;2021;1;14;2;3;3;3;3;404
27471;28;1;2021;1;14;2;3;3;3;3;322
27471;34;1;2021;1;14;2;3;3;3;3;268
27471;37;1;2021;1;14;2;3;3;3;3;257
27538;2;1;2021;6;14;3;3;3;1;1;435
27538;8;1;2021;6;14;3;2;2;1;1;594
27538;17;1;2021;6;14;3;3;3;3;3;1759
27538;20;1;2021;6;14;3;3;3;3;3;458
27538;21;1;2021;6;14;3;3;3;1;1;440
27538;24;1;2021;6;14;3;3;3;3;3;458
27538;26;1;2021;6;14;3;3;1;2;2;440
27538;28;1;2021;6;14;3;8;8;1;1;855
27538;30;1;2021;6;14;3;3;3;3;3;428
27538;31;1;2021;6;14;3;3;3;3;3;451
27636;2;1;2021;6;14;3;3;3;3;3;469
27636;4;1;2021;6;14;3;3;3;3;3;2402
27636;6;1;2021;6;14;3;3;1;3;3;1923
27636;7;1;2021;6;14;3;3;3;1;3;477
27636;11;1;2021;6;14;3;3;3;3;3;938
27636;17;1;2021;6;14;3;3;3;3;3;962
27636;20;1;2021;6;14;3;3;3;3;1;469
27636;25;1;2021;6;14;3;3;3;3;1;417
27636;27;1;2021;6;14;3;1;1;1;3;350
27636;30;1;2021;6;14;3;3;3;3;3;317
27676;15;1;2021;1;14;2;3;3;3;3;1189
27676;19;1;2021;1;14;2;3;3;3;3;523
27676;22;1;2021;1;14;2;3;3;3;3;545
27676;24;1;2021;1;14;2;3;1;3;1;525
27676;31;1;2021;1;14;2;3;3;1;1;525
27676;34;1;2021;1;14;2;3;3;3;3;545
27676;51;1;2021;1;14;2;3;3;1;3;1842
27676;55;1;2021;1;14;2;3;3;3;3;525
27676;65;1;2021;1;14;2;3;3;2;2;567
27676;89;1;2021;1;14;2;3;1;3;3;921
27745;4;1;2021;6;14;3;2;2;1;1;550
27745;14;1;2021;6;14;3;3;3;3;3;462
27745;17;1;2021;6;14;3;3;1;2;2;644
27745;18;1;2021;6;14;3;3;3;3;3;644
27745;24;1;2021;6;14;3;3;3;3;3;644
27745;29;1;2021;6;14;3;3;1;1;1;612
27745;31;1;2021;6;14;3;2;3;3;3;1289
27745;35;1;2021;6;14;3;8;8;1;1;619
27745;36;1;2021;6;14;3;3;3;3;3;612
27745;44;1;2021;6;14;3;3;3;3;3;462
27845;2;1;2021;6;14;3;3;3;3;3;426
27845;5;1;2021;6;14;3;3;3;3;3;433
27845;10;1;2021;6;14;3;2;2;2;2;416
27845;13;1;2021;6;14;3;3;3;3;3;423
27845;15;1;2021;6;14;3;3;3;3;3;426
27845;17;1;2021;6;14;3;3;3;3;3;416
27845;24;1;2021;6;14;3;1;1;1;1;710
27845;28;1;2021;6;14;3;3;3;3;3;433
27845;30;1;2021;6;14;3;3;3;3;3;426
27845;33;1;2021;6;14;3;1;1;3;3;310
27872;8;1;2021;1;14;2;3;3;3;1;661
27872;10;1;2021;1;14;2;3;3;3;3;770
27872;19;1;2021;1;14;2;3;3;3;3;1086
27872;25;1;2021;1;14;2;3;3;3;3;928
27872;27;1;2021;1;14;2;3;3;3;3;987
27872;30;1;2021;1;14;2;3;3;1;3;1162
27872;43;1;2021;1;14;2;3;3;3;3;1039
27969;6;1;2021;1;14;2;3;3;1;3;668
27969;17;1;2021;1;14;2;3;2;3;1;593
27969;30;1;2021;1;14;2;3;1;2;2;593
27969;36;1;2021;1;14;2;3;1;3;3;647
